uid;name;gs_x;gs_y;gs_z;cg;osn;mark;spf;tt
DPmFVjEKY5iKSA;Патрубок;60;45;45;74;024-008;АМг3;Пруток;Изготовление и контроль по ПИ 1.2А.497-98. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-80. | Маркировать Ч и клеймить К на бирке.
BOR9eo4VY5iKSA;Держатель;35;0;0;53;090-001;АК4-1ч;Пруток;Изготовление и контроль по ПИ 1.2А.497-98. | Соосность поверхностей А и Б не более 0.05 мм. | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-80 | Контроль визуальный после анодирования | Покрытие: Ан.Окс. тв 10-20 | Маркировать Ч, клеймить К на бирке
0mS9m8GmY5iKSA;Штуцер;30;0;0;76;001-053;АК4-1ч;Пруток;Изготовление и контроль по ПИ 1.2А.497-98. | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-80. | Проточка и фаска резьбы - по ОСТ 1 00010-81 . | Радиальное биение поверхности А относительно диаметра резьбы не более 0,05 мм. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Отверстия для контровки выполнять по ОСТ 1 03815-76. | Контроль визуальный - после анодирования. | Допускается изготавливать из прутка АК4-1ч КР 42 ОСТ 1 90395-91 с последующей закалкой и старением по ПИ 1.2.699-2007 (режим Т1). Группа контроля 5 ОСТ 1 00021-78. | Покрытие: Ан.Окс. 10-20тв | Маркировать Ч и клеймить К на бирке.
2ulBu1McY5iKSA;Крышка подшипника;55;45;0;20;002-025-017;АК4-1ч;Лист;"Изготовление и контроль по ПИ 1.2А.497-98 | Разрешается изготавливать из материала Пруток АК4-1ч КР 65 ОСТ 1 90395-91. При изготовлении из данного материала выполнить термообработку - закалить и искусственно старить по ПИ 1.2.699-2007 (режим Т1). Группа контроля 5 по ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 | Неуказанные предельные отклонения размеров на обрабатываемые толщины <font face=""Arial Unicode MS"">&#177;</font>0,2 мм | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 | Острые кромки скруглить радиусом 0,4 мм | Контроль визуальный после анодирования | Покрытие Ан.Окс.нхр/Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85, кроме отверстия <font face=""Arial Unicode MS"">&#216;</font>16Н12 | Маркировать Ч и клеймить К на бирке"
D$vBmt74Y5iKSA;Штуцер;50;0;0;61;090-001;АК4-1ч;Пруток;Изготовление и контроль по ПИ 1.2А.497-98 . | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | * Размеры обеспеч. инстр. | Фаски и проточки тип 1 резьбы по ОСТ 1 00010-81. | Контроль визуальный после анодирования . | Покрытие Ан.Окс.тв 10-20 . | Покрытие Ан.Окс.тв 10-20 . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
CeU5L7fKY5iKSA;Труба;100;0;0;61;008-008;АМг2;Труба;Изготовление и контроль - РТМ 1.4.1638-90. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения обрабатываемых поверхностей - по ОСТ 1 00022-80. | Технические условия по ОСТ 1 01127-85. | Допускается изготавливать из трубы АМг2М 70х1.0П ОСТ 1 90038-88. | Маркировать Ч и клеймить К на бирке.
B1f5d5C$Y5iKSA;Труба;732;0;0;61;008-008;АМг2;Труба;Изготовление и контроль - РТМ 1.4.1638-90. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения обрабатываемых поверхностей - по ОСТ 1 00022-80. | Неперпендикулярность торцев к оси трубы не более 0,1 мм по диаметру. | Технические условия по ОСТ 1 01127-85. | Допускается изготавливать из трубы АМг2М 50х1.0П ОСТ 1 90038-88. | Маркировать Ч и клеймить К на бирке.
Baf5d5C$Y5iKSA;Труба;645;0;0;61;008-008;АМг2;Труба;Изготовление и контроль - РТМ 1.4.1638-90. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения обрабатываемых поверхностей - по ОСТ 1 00022-80. | Неперпендикулярность торцев к оси трубы не более 0,1 мм по диаметру. | Технические условия по ОСТ 1 01127-85. | Допускается изготавливать из трубы АМг2М 32х1.0П ОСТ 1 90038-88. | Маркировать Ч и клеймить К на бирке.
BCa5d5C$Y5iKSA;Труба;810;0;0;61;008-008;АМг2;Труба;Изготовление и контроль - РТМ 1.4.1638-90. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения обрабатываемых поверхностей - по ОСТ 1 00022-80. | Неперпендикулярность торцев к оси трубы не более 0,1 мм по диаметру. | Технические условия по ОСТ 1 01127-85. | Допускается изготавливать из трубы АМг2М 32х1.0П ОСТ 1 90038-88. | Маркировать Ч и клеймить К на бирке.
3Qc5NeG2Y5iKSA;Труба;640;0;0;61;008-008;АМг2;Труба;Изготовление и контроль - РТМ 1.4.1638-90. | Допускается изготавливать из: Труба АМг2М 18*1.0 П ОСТ 90038-88. | Неуказанные предельные отклонения размеров, допуски формы и расположения обрабатываемых поверхностей - по ОСТ 1 00022-80. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Развальцовку концов труб производить при сборке. | Маркировать Ч и клеймить К на бирке.
3klF4WKtY5iKSA;Патрубок;310;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Разрешается изготавливать из материала: Труба АМг2М 25*0,75 ОСТ 1 90038-88. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
0_a9x1woY5iKSA;Патрубок;330;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DqtBT50HY5iKSA;-1;360;0;0;74;008-008;-1;-1;Изготовление и контроль - по РТМ 1.4.1638-90. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DrhBT50HY5iKSA;-1;300;0;0;74;008-008;-1;-1;Изготовление и контроль - по РТМ 1.4.1638-90. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
22sNnZaJY5iKSA;Труба;210;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Развальцовка трубы по ГОСТ 13954-74. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
2auNnZaJY5iKSA;Труба;115;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовку трубы зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DViBT50HY5iKSA;Патрубок;260;55;0;74;002-072-008;АМг2;Лист;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 80-1,0- зиговать по ОСТ 1 14079-81. Законцовку выполнять после сварки по сборке 70.7425.2.1270.000. Продольные швы в зоне зиговки зачистить изнутри и снаружи заподлицо на длине 20 мм. Выступание сварного шва не более 0,2 мм. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
0KQ9x1woY5iKSA;Патрубок;100;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 42-0,75- зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
0Rb9x1woY5iKSA;Патрубок;80;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 42-0,75- зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DwV9hu9pY5iKSA;-1;340;0;0;74;008-008;-1;-1;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 36-1,0- зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
1WT9gnQ3Y5iKSA;Труба;210;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 25-0,75- зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Разрешается изготавливать из материала: Труба АМг2М 25*0,75 ОСТ 1 90038-88. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
38uF4WKtY5iKSA;Патрубок;360;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 25-0,75- зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Разрешается изготавливать из материала: Труба АМг2М 25*0,75 ОСТ 1 90038-88. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
D4f5N4lsY5iKSA;Труба;35;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 25-0,75- зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
4xnFVPzUY5iKSA;Патрубок;170;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 18-1,0- зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
CvsBVmQgY5iKSA;Патрубок;65;0;0;74;008-008;АМг2;Труба;Изготовление и контроль - по РТМ 1.4.1638-90. | Законцовка трубы 16-1,0- зиговать по ОСТ 1 14079-81. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
5NR9glxtY5iKSA;Труба;140;0;0;61;008-008;АМг2;Труба;"Изготовление и контроль - по РТМ 1.4.1638-90. | Допускается изготавливать из трубы АМг2М 40х1,0 ПхНД ОСТ 1 90038-88 . | Неперпендикулярность торца к оси трубы не более 0,1 мм. | Шереховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Концы трубы калибровать под сварку <font face=""Arial Unicode MS"">&#216;</font>38Н11 на длине 10 мм. | Маркировать Ч и клеймить К на бирке."
BoZ9QxSbY5iKSA;Труба;47;0;0;61;008-008;АМг2;Труба;"Изготовление и контроль - по РТМ 1.4.1638-90. | Допускается изготавливать из трубы АМг2М 40х1,0 ПхНД ОСТ 1 90038-88 . | Неперпендикулярность торца к оси трубы не более 0,1 мм. | Шереховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Концы трубы калибровать под сварку <font face=""Arial Unicode MS"">&#216;</font>38Н11 на длине 10 мм. | Маркировать Ч и клеймить К на бирке."
5HvFQGjEY5iKSA;Труба;65;0;0;61;008-008;АМг2;Труба;"Изготовление и контроль - по РТМ 1.4.1638-90. | Допускается изготавливать из трубы АМг2М 32х1,0 ПхНД ОСТ 1 90038-88 . | Развальцовка по ГОСТ 13954-74 производить на сборке 70.6185.2.0125.000. | Неперпендикулярность торца к оси трубы не более 0,1 мм. | Шереховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Конец трубы калибровать под сварку <font face=""Arial Unicode MS"">&#216;</font>30Н11 на длине 10 мм. | Маркировать Ч и клеймить К на бирке."
4NW9w24kY5iKSA;Труба;530;0;0;61;008-008;АМг2;Труба 30*1.0;"Изготовление и контроль - по РТМ 1.4.1638-90. | Допускается изготавливать из трубы АМг2М 30х1,0 ПхНД ОСТ 1 90038-88 . | Развальцовка по ГОСТ 13954-74 производить на сборке 70.6185.2.0135.000. | Неперпендикулярность торца к оси трубы не более 0,1 мм. | Шереховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Конец трубы калибровать под сварку <font face=""Arial Unicode MS"">&#216;</font>28Н11 на длине 10 мм. | Маркировать Ч и клеймить К на бирке."
AyuBRMZuY5iKSA;Проходник фланцевый;44;0;0;61;001-053;АК4-1ч;Пруток;Изготовление и контроль - по ПИ 1.2А.497-98. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Фаски резьб и проточка (тип 1) резьбы А - по ОСТ 1 00010-81. | Контроль капиллярный в зонах обработки поверхностей не грубее {{RA@@Ra3,2@@@@@@@@}} - по ОСТ 1 90282-79. Условный уровень чувствительности II. | Контроль капиллярный в зонах обработки поверхностей не грубее {{RA@@Ra3,2@@@@@@@@}} - по ОСТ 1 90282-79. Условный уровень чувствительности II. | Контроль визуальный - после анодирования. | Покрытие: Ан.Окс.10-20 тв. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
0JkBmdZ5Y5iKSA;Вкладыш;20;20;4;90;045-053;ПА-610-Л-СВ30;Композиция полиамида марки;Изготовление детали по инструкции ПИ 1.2.405-88 | Неуказанные предельные отклонения размеров по ГОСТ 11710-66 по 7 кл. точности | Шероховатость поверхностей детали обеспечить прессформой с шероховатостью формирующих поверхностей {{RA@@Ra0.4}} | Технические требования и контроль по ОСТ 1 80063-73 | Деталь разрешается изготавливать методом механической обработки из ПА-6 марки А 1500*1000*100 ТУ 2224-036-00203803-2012. Шероховатость обрабатываемых поверхностей {{RA@@Ra6.3}}. Неуказанные радиусы сопряжения по вырезу в детали не более 1.5мм | Механическая обработка по РТМ 1125 | Маркировать Ч, клеймить К на бирке
0BT5DSZ7Y5iKSA;Уплотнение;3060;4;5;3;008-008;НО-68-1 НТА;Смесь резиновая;Изготовение по ПИ 1.2А.103-98, методом шприцевания. | Технические требования и контроль по ТУ 38 1051959-90, группа VI. Риски, раковиы на поверхности не допускаются.. | Неуказанные предельные отклонения размеров - по РТМ 1712-87, категория Ес<sub>1</sub>. | Шероховатость поверхности детали обеспечить шероховатостью формующей поверхности. Шероховатость формующей поверхности не грубее {{RA@@Ra1,60@@@@@@@@}} . | Маркировать Ч, клеймить К на бирке.
4oiFWVWfY5iKSA;Окантовка;490;410;0;3;002-029-002-072-053;Д19ч;Лист;Изготавливать методом размерного химического травления по ПИ 1.2.097-2008. Поле допуска толщин IT14 по ОСТ 1 42473-90. Поле допуска на контур травления IT20 по ОСТ 1 42473-90 | Шероховатости поверхностей указаны цветом в соответствии с инструкцией 30.0011.0155.998 | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Контроль визуальный - после анодирования . | Покрытие Ан.Окс.нхр / Эмаль ЭП-140 слоновая кость, 597 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр / Эмаль ЭП-140 слоновая кость, 597 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр / Эмаль ЭП-140 слоновая кость, 597 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр / Эмаль ЭП-140 слоновая кость, 597 ОСТ 1 90055-85 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 .
1id1cf6AY5iKSA;Лента створочная;1920;95;0;3;002-029-002-072-053;Д19ч;Лист;Изготавливать методом размерного химического травления по ПИ 1.2.097-2008. Поле допуска толщин IT14 ОСТ 1 42437-90, поле допуска на контур травления IT20 ОСТ 1 42437-90. | Шероховатости поверхностей указаны цветом в соответствии с инструкцией 30.0011.0155.998 | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Контроль визуальный - после анодирования . | Покрытие Ан.Окс.нхр / эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 .
AvoJA7BJY5iKSA;Кронштейн гнутый;57;36;0;90;002-053;Д19ч;Лист;Изготавливать из: Лист Д 19ч АМ 1,5 ОСТ 1 90246-77 | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-80. | Калить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 по ОСТ 1 00021-78. | Визуальный контроль после анодирования. | Покрытие Ан.Окс.нхр/Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Клеймить К, маркировать Ч на бирке.
0ctBds2aY5iKSA;Труба;2130;0;0;62;302-008;12Х18Н10Т;Труба А-16*0.8;Изготавление и контроль по РТМ 1.4.1638-90. | Допускается изготавливать по эталону, отработанному по ЭМ и первому изделию. | Развальцовку концов трубы выполнять при сборке. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Покрытие: Хим.Пас до развальцовки. | Клеймить К, маркировать Ч на бирке.
0nuBds2aY5iKSA;Труба;1530;0;0;62;302-008;12Х18Н10Т;Труба А-16*0.8;Изготавление и контроль по РТМ 1.4.1638-90. | Допускается изготавливать по эталону, отработанному по ЭМ и первому изделию. | Развальцовку концов трубы выполнять при сборке. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Покрытие: Хим.Пас до развальцовки. | Клеймить К, маркировать Ч на бирке.
2WgBds2aY5iKSA;Труба;575;0;0;62;302-008;12Х18Н10Т;Труба А-6*1.0;Изготавление и контроль по РТМ 1.4.1638-90. | Допускается изготавливать по эталону, отработанному по ЭМ и первому изделию. | Развальцовку концов трубы выполнять при сборке. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Покрытие: Хим.Пас до развальцовки. | Клеймить К, маркировать Ч на бирке.
B7f9kfc8Y5iKSA;Труба;240;0;0;62;302-008;12Х18Н10Т;Труба А-6*1.0;Изготавление и контроль по РТМ 1.4.1638-90. | Допускается изготавливать по эталону, отработанному по ЭМ и первому изделию. | Развальцовку концов трубы выполнять при сборке. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Покрытие: Хим.Пас до развальцовки. | Клеймить К, маркировать Ч на бирке.
3tgJr2RSY5iKSA;Труба;485;0;0;62;008-008;АМг2;Труба;Изготавление и контроль по РТМ 1.4.1638-90. | Допускается изготавливать по эталону, отработанному по изделию. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 | Развальцовку конца трубы выполнять при сборке. | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
3xiJbqrNY5iKSA;Труба;220;0;0;62;008-008;АМг2;Труба;Изготавление и контроль по РТМ 1.4.1638-90. | Допускается изготавливать по эталону, отработанному по изделию. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998 | Развальцовку конца трубы выполнять при сборке. | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
0pQ9hvqvY5iKSA;Кронштейн;45;55;0;64;004-025-025;ВТ20;Плита;"Изготавление и контроль - по ПИ 1.2.105-2002. | Контроль ультразвуковой заготовки - по ОСТ 1 90394-91. Не допускаются дефекты, амплитуда эхо-сигнала от которых превышает амплитуду эхо-сигнала от контрольного отражателя <font face=""Arial Unicode MS"">&#216;</font> 2 мм. | Отжечь - по ПИ 1.2.587-02. Группа контроля 5 - ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Неуказанные предельные отклонения на обрабатываемые толщины: <font face=""Arial Unicode MS"">&#177;</font>0.2 мм | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке."
8VoJK6V1Y5iKSA;Накладка;5;0;0;90;025-053;12Х18Н10Т;Круг В1-40.0 ГОСТ 2590-2006 /;Закалить по ПИ 1.2.256-2021. Группа контроля 5 по ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Покрытие: Хим.Пас. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
1coBo1ChY5iKSA;Кронштейн;145;0;0;88;024-053;АК4-1ч;Пруток;Закалить и искусственно старить по ПИ 1.2.699-2007, режим Т1. Группа контроля 5 по ОСТ 1 00021-78 | Изготовление и контроль по ПИ 1.2А.497-98 . | Шероховатости поверхностей указаны цветом в соответствии с инструкцией 30.0011.0155.998 | Предельные отклонения размеров на обрабатываемые толщины: -0,1/+0,2 мм. | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Контроль визуальный - после анодирования . | Покрытие Ан.Окс.нхр /эмаль ЭП-140 слоновая кость, 597 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр /эмаль ЭП-140 слоновая кость, 597 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр /эмаль ЭП-140 слоновая кость, 597 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр /эмаль ЭП-140 слоновая кость, 597 ОСТ 1 90055-85 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 .
0OiJDVRNY5iKSA;Жесткость;340;180;0;91;002-043;Д16ч;Лист;Закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 по ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-80. | Контроль визуальный - после анодирования. | Покрытие: Ан.Окс.нхр/ Грунтовка ЭП-0215, 400 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
0qgJDVRNY5iKSA;Жесткость;340;180;0;91;002-043;Д16ч;Лист;Закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 по ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-80. | Контроль визуальный - после анодирования. | Покрытие: Ан.Окс.нхр/ Грунтовка ЭП-0215, 400 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
1rkJDVRNY5iKSA;Жесткость;1160;200;0;91;002-072-043;Д16ч;Лист;Закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 по ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-80. | Контроль визуальный - после анодирования. | Покрытие: Ан.Окс.нхр/ Грунтовка ЭП-0215, 400 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
1xoFve_YY5iKSA;Кронштейн;70;38;0;90;002-008;Д19ч;Лист;Закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 по ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Предельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-80. | Контроль визуальный - после анодирования. | Покрытие: Ан.Окс.нхр./ эмаль ЭП-140, слоновая кость, 597 ОСТ 1 90055-85, кроме поверхности А под приклеку. | Маркировать Ч и клеймить К на бирке.
